rep,dwt_type,lv,alp,num_cell,cell_size,sparse_freq,filter_dim,error
0,db2,2,0.1,416,200,8,"(32, 32)",189.16095581957046
0,db2,2,0.1,512,50,2,"(32, 32)",34.37500072132457
0,db2,2,0.1,512,50,4,"(32, 32)",87.58916647300086
0,db2,2,0.1,512,50,6,"(32, 32)",119.50399376168939
0,db2,2,0.1,512,50,8,"(32, 32)",144.2801936133439
0,db2,2,0.1,512,100,2,"(32, 32)",32.23412801820825
0,db2,2,0.1,512,100,4,"(32, 32)",89.86369464847995
0,db2,2,0.1,512,100,6,"(32, 32)",120.20761033782297
0,db2,2,0.1,512,100,8,"(32, 32)",145.9561630568276
0,db2,2,0.1,512,200,2,"(32, 32)",32.5819069695695
0,db2,2,0.1,512,200,4,"(32, 32)",87.2355858774955
0,db2,2,0.1,512,200,6,"(32, 32)",122.56899075048022
0,db2,2,0.1,512,200,8,"(32, 32)",144.77678877908346
0,db2,2,1.0,128,50,2,"(32, 32)",85.52000295876337
0,db2,2,1.0,128,50,4,"(32, 32)",134.57687393292576
0,db2,2,1.0,128,50,6,"(32, 32)",165.30143839815497
0,db2,2,1.0,128,50,8,"(32, 32)",178.1776682731381
0,db2,2,1.0,128,100,2,"(32, 32)",84.54018096846701
0,db2,2,1.0,128,100,4,"(32, 32)",135.3340282484983
0,db2,2,1.0,128,100,6,"(32, 32)",164.80990265241522
0,db2,2,1.0,128,100,8,"(32, 32)",180.43756932256284
0,db2,2,1.0,128,200,2,"(32, 32)",84.5939427779798
0,db2,2,1.0,128,200,4,"(32, 32)",133.02355252291932
0,db2,2,1.0,128,200,6,"(32, 32)",164.3020355502506
0,db2,2,1.0,128,200,8,"(32, 32)",178.20043881209233
0,db2,2,1.0,224,50,2,"(32, 32)",17.48707528351827
0,db2,2,1.0,224,50,4,"(32, 32)",43.61637784468448
0,db2,2,1.0,224,50,6,"(32, 32)",78.99361391451922
0,db2,2,1.0,224,50,8,"(32, 32)",99.36204146820356
0,db2,2,1.0,224,100,2,"(32, 32)",17.710712742736042
0,db2,2,1.0,224,100,4,"(32, 32)",44.803972781665955
0,db2,2,1.0,224,100,6,"(32, 32)",79.40767073007726
0,db2,2,1.0,224,100,8,"(32, 32)",96.61208455572289
0,db2,2,1.0,224,200,2,"(32, 32)",17.666185240513823
0,db2,2,1.0,224,200,4,"(32, 32)",46.007772908490885
0,db2,2,1.0,224,200,6,"(32, 32)",79.27547938148687
0,db2,2,1.0,224,200,8,"(32, 32)",98.3854347908861
0,db2,2,1.0,320,50,2,"(32, 32)",14.571759599510546
0,db2,2,1.0,320,50,4,"(32, 32)",30.69055695079037
0,db2,2,1.0,320,50,6,"(32, 32)",56.106546065620314
0,db2,2,1.0,320,50,8,"(32, 32)",73.21509287904281
0,db2,2,1.0,320,100,2,"(32, 32)",14.413777070979844
0,db2,2,1.0,320,100,4,"(32, 32)",30.57747871289024
0,db2,2,1.0,320,100,6,"(32, 32)",55.057937796786526
0,db2,2,1.0,320,100,8,"(32, 32)",72.21182723561493
0,db2,2,1.0,320,200,2,"(32, 32)",14.50217395139109
0,db2,2,1.0,320,200,4,"(32, 32)",29.362460637624444
0,db2,2,1.0,320,200,6,"(32, 32)",54.76016343074957
0,db2,2,1.0,320,200,8,"(32, 32)",72.08484106820666
0,db2,2,1.0,416,50,2,"(32, 32)",13.148972335518263
0,db2,2,1.0,416,50,4,"(32, 32)",27.77016197665611
0,db2,2,1.0,416,50,6,"(32, 32)",49.983682640172056
0,db2,2,1.0,416,50,8,"(32, 32)",66.67505438809202
0,db2,2,1.0,416,100,2,"(32, 32)",13.189267731556507
0,db2,2,1.0,416,100,4,"(32, 32)",27.809258981521214
0,db2,2,1.0,416,100,6,"(32, 32)",48.98691485328773
0,db2,2,1.0,416,100,8,"(32, 32)",65.3421821278435
0,db2,2,1.0,416,200,2,"(32, 32)",13.192980599207461
0,db2,2,1.0,416,200,4,"(32, 32)",27.101583050312907
0,db2,2,1.0,416,200,6,"(32, 32)",48.59460911619981
0,db2,2,1.0,416,200,8,"(32, 32)",65.7193322548171
0,db2,2,1.0,512,50,2,"(32, 32)",12.336995500416418
0,db2,2,1.0,512,50,4,"(32, 32)",26.037832538387658
0,db2,2,1.0,512,50,6,"(32, 32)",47.32135958849051
0,db2,2,1.0,512,50,8,"(32, 32)",63.56100900227248
