rep,alp,num_cell,filter_dim,error
5,1,56,"(16, 16)",15.63013636
5,1,80,"(16, 16)",12.54847352
5,1,104,"(16, 16)",10.12485363
5,1,128,"(16, 16)",8.229743596
5,10,32,"(16, 16)",22.29288576
5,10,56,"(16, 16)",16.4830191
5,10,80,"(16, 16)",13.07207507
5,10,104,"(16, 16)",10.90002981
5,10,128,"(16, 16)",9.590052983
6,0.01,32,"(16, 16)",23.36619051
6,0.01,56,"(16, 16)",19.51668969
6,0.01,80,"(16, 16)",17.0086197
6,0.01,104,"(16, 16)",14.87591409
6,0.01,128,"(16, 16)",13.03564584
6,0.1,32,"(16, 16)",18.89974536
6,0.1,56,"(16, 16)",14.95113718
6,0.1,80,"(16, 16)",12.2271258
6,0.1,104,"(16, 16)",10.37885571
6,0.1,128,"(16, 16)",8.738473766
6,1,32,"(16, 16)",21.00155725
6,1,56,"(16, 16)",15.76457291
6,1,80,"(16, 16)",12.40294213
6,1,104,"(16, 16)",10.07640281
6,1,128,"(16, 16)",8.199144309
6,10,32,"(16, 16)",22.1579467
6,10,56,"(16, 16)",16.4101086
6,10,80,"(16, 16)",13.07681658
6,10,104,"(16, 16)",10.96682766
6,10,128,"(16, 16)",9.612864783
7,0.01,32,"(16, 16)",23.34224491
7,0.01,56,"(16, 16)",19.50091912
7,0.01,80,"(16, 16)",16.89029526
7,0.01,104,"(16, 16)",14.84065744
7,0.01,128,"(16, 16)",13.09432203
7,0.1,32,"(16, 16)",19.07114602
7,0.1,56,"(16, 16)",14.89163137
7,0.1,80,"(16, 16)",12.22940949
7,0.1,104,"(16, 16)",10.46079346
7,0.1,128,"(16, 16)",8.749835857
7,1,32,"(16, 16)",20.87405311
7,1,56,"(16, 16)",15.76538824
7,1,80,"(16, 16)",12.49035181
7,1,104,"(16, 16)",10.14990506
7,1,128,"(16, 16)",8.215885722
7,10,32,"(16, 16)",22.31538095
7,10,56,"(16, 16)",16.41562407
7,10,80,"(16, 16)",12.99127873
7,10,104,"(16, 16)",10.99186406
7,10,128,"(16, 16)",9.561175685
8,0.01,32,"(16, 16)",23.4074041
8,0.01,56,"(16, 16)",19.46420563
8,0.01,80,"(16, 16)",17.23775866
8,0.01,104,"(16, 16)",14.9242909
8,0.01,128,"(16, 16)",12.98019206
8,0.1,32,"(16, 16)",18.85322659
8,0.1,56,"(16, 16)",14.88032603
8,0.1,80,"(16, 16)",12.25336254
8,0.1,104,"(16, 16)",10.37917198
8,0.1,128,"(16, 16)",8.728517155
8,1,32,"(16, 16)",20.91475068
8,1,56,"(16, 16)",15.63653602
8,1,80,"(16, 16)",12.40567592
8,1,104,"(16, 16)",10.06057493
8,1,128,"(16, 16)",8.259658477
8,10,32,"(16, 16)",22.37616612
8,10,56,"(16, 16)",16.49295934
8,10,80,"(16, 16)",13.12454615
8,10,104,"(16, 16)",11.0921781
8,10,128,"(16, 16)",9.571150713
9,0.01,32,"(16, 16)",23.29547422
9,0.01,56,"(16, 16)",19.5747462
9,0.01,80,"(16, 16)",17.04785948
9,0.01,104,"(16, 16)",14.69744303
9,0.01,128,"(16, 16)",12.96054811
9,0.1,32,"(16, 16)",18.98690224
9,0.1,56,"(16, 16)",14.92981283
9,0.1,80,"(16, 16)",12.42228558
9,0.1,104,"(16, 16)",10.49195499
9,0.1,128,"(16, 16)",8.796553232
9,1,32,"(16, 16)",20.756921
9,1,56,"(16, 16)",15.56371159
9,1,80,"(16, 16)",12.42363683
9,1,104,"(16, 16)",10.02182924
9,1,128,"(16, 16)",8.200142222
9,10,32,"(16, 16)",22.48635925
9,10,56,"(16, 16)",16.27032948
9,10,80,"(16, 16)",13.05519111
9,10,104,"(16, 16)",10.90175118
9,10,128,"(16, 16)",9.522895328
