rep,dwt_type,lv,alp,num_cell,filter_dim,error
6,db2,3,10.0,128,"(32, 32)",85.51101981639725
6,db2,3,10.0,224,"(32, 32)",28.422669217681925
6,db2,3,10.0,320,"(32, 32)",17.398507223002415
6,db2,3,10.0,416,"(32, 32)",13.460806714804654
6,db2,3,10.0,512,"(32, 32)",11.250710698037592
7,db2,1,0.01,128,"(32, 32)",104.48426150941454
7,db2,1,0.01,224,"(32, 32)",93.82272527119021
7,db2,1,0.01,320,"(32, 32)",85.09566257777644
7,db2,1,0.01,416,"(32, 32)",77.7164614792592
7,db2,1,0.01,512,"(32, 32)",70.14240265189291
7,db2,1,0.1,128,"(32, 32)",105.48969176856804
7,db2,1,0.1,224,"(32, 32)",94.1274031374117
7,db2,1,0.1,320,"(32, 32)",84.75225896834867
7,db2,1,0.1,416,"(32, 32)",75.07639938102089
7,db2,1,0.1,512,"(32, 32)",63.31977650287872
7,db2,1,1.0,128,"(32, 32)",116.13029063874383
7,db2,1,1.0,224,"(32, 32)",108.07701365500768
7,db2,1,1.0,320,"(32, 32)",99.97612528948684
7,db2,1,1.0,416,"(32, 32)",91.42485222787575
7,db2,1,1.0,512,"(32, 32)",78.882970440474
7,db2,1,10.0,128,"(32, 32)",120.37632376793643
7,db2,1,10.0,224,"(32, 32)",111.96451457746177
7,db2,1,10.0,320,"(32, 32)",103.85133147251653
7,db2,1,10.0,416,"(32, 32)",95.0142457419986
7,db2,1,10.0,512,"(32, 32)",83.6204770038232
7,db2,2,0.01,128,"(32, 32)",78.13589557812344
7,db2,2,0.01,224,"(32, 32)",63.64478496514288
7,db2,2,0.01,320,"(32, 32)",54.25061488352439
7,db2,2,0.01,416,"(32, 32)",45.41878887199522
7,db2,2,0.01,512,"(32, 32)",38.785038962000996
7,db2,2,0.1,128,"(32, 32)",77.77122875010572
7,db2,2,0.1,224,"(32, 32)",59.83868217822532
7,db2,2,0.1,320,"(32, 32)",41.99227121176249
7,db2,2,0.1,416,"(32, 32)",26.951167274915363
7,db2,2,0.1,512,"(32, 32)",16.352916357107937
7,db2,2,1.0,128,"(32, 32)",102.98884507301098
7,db2,2,1.0,224,"(32, 32)",80.49031430374905
7,db2,2,1.0,320,"(32, 32)",40.00256043822407
7,db2,2,1.0,416,"(32, 32)",18.7088716198711
7,db2,2,1.0,512,"(32, 32)",12.433825539535587
